"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
4,1,5,259,40.764633,8.481324,5,39360,44400,40200,0.01,0,0,0.01,0.01,31,5,2015,31,5,2015,31,5,2015
7,4,97,590,41.106402,6.840309,5,49140,52200,49500,0,0.35,0,0.35,0.35,31,5,2015,31,5,2015,31,5,2015
6,14,170,532,39.5833333333333,8.68333333333333,4,53100,5400,54480,0,3.643,0,3.643,3.643,31,5,2015,31,5,2015,1,6,2015
7,4,139,576,41.655496,7.199143,4,54120,67740,55380,2.5,3,0,5.5,5.5,31,5,2015,31,5,2015,31,5,2015
5,13,181,10,41.158626,8.224872,4,64020,71280,65400,0.86,0.5,0,1.36,1.36,31,5,2015,31,5,2015,31,5,2015
5,1,34,104,40.95688,8.151389,5,3000,22800,4800,0,0.3338,0,0.3338,0.3338,1,6,2015,1,6,2015,1,6,2015
5,3,260,1794,41.6447222222222,8.145,4,23100,34980,23700,3,0,0,3,3,1,6,2015,1,6,2015,1,6,2015
6,14,46,222,38.978772,8.7981,5,48060,54600,48780,0.0393,0,0,0.0393,0.0393,1,6,2015,1,6,2015,1,6,2015
4,1,37,1121,40.578909,8.547676,5,52380,72600,53040,0.74,0,0,0.74,0.74,1,6,2015,1,6,2015,1,6,2015
5,16,193,145,41.650268,8.589304,4,53700,74340,54420,1,2.5,0,3.5,3.5,1,6,2015,1,6,2015,1,6,2015
1,2,44,1496,37.873957,7.867468,2,54420,59520,55680,0,0,0.0087,0,0.0087,1,6,2015,1,6,2015,1,6,2015
6,14,1,1490,39.45,8.21666666666667,4,59340,68760,59940,1.45,1,0,2.45,2.45,1,6,2015,1,6,2015,1,6,2015
5,3,200,1869,41.553372,8.26091,5,64440,70200,64800,0,0.15,0,0.15,0.15,1,6,2015,1,6,2015,1,6,2015
5,13,263,868,41.279335,8.637352,5,65160,67920,66060,0,0.01,0,0.01,0.01,1,6,2015,1,6,2015,1,6,2015
5,16,193,589,41.656012,8.588227,4,71040,76800,72000,2.5,0,0,2.5,2.5,1,6,2015,1,6,2015,1,6,2015
6,10,157,1718,39.596185,9.032318,2,72060,76140,72600,0,0,0.001,0,0.001,1,6,2015,1,6,2015,1,6,2015
5,16,54,1860,41.867575,8.839419,2,75900,79440,76200,0,0,0.01,0,0.01,1,6,2015,1,6,2015,1,6,2015
1,12,195,1489,39.21656,8.050052,5,76320,80700,77160,0.0137,0,0,0.0137,0.0137,1,6,2015,1,6,2015,1,6,2015
5,16,191,461,41.763413,8.397702,4,83580,11460,85800,1,0,0,1,1,1,6,2015,1,6,2015,2,6,2015
5,13,177,1760,41.204323,8.388503,5,86220,4200,0,0,0.025,0,0.025,0.025,1,6,2015,2,6,2015,2,6,2015
2,8,115,82,37.0666666666667,8.03333333333333,5,7440,13500,8400,0,0.128,0,0.128,0.128,2,6,2015,2,6,2015,2,6,2015
7,17,72,1190,41.782173,7.245907,4,41280,54000,43200,0,2,0,2,2,2,6,2015,2,6,2015,2,6,2015
1,2,161,1307,37.65,8.68333333333333,5,45300,55500,46380,0.0267,0,0,0.0267,0.0267,2,6,2015,2,6,2015,2,6,2015
4,10,29,1059,39.872925,8.374985,5,50880,56700,51300,0.01,0,0,0.01,0.01,2,6,2015,2,6,2015,2,6,2015
7,17,206,390,41.468233,7.896778,5,53580,55500,64200,0.13,0,0,0.13,0.13,2,6,2015,2,6,2015,2,6,2015
5,16,191,488,41.816696,8.313675,5,53760,59700,53880,0.02,0,0,0.02,0.02,2,6,2015,2,6,2015,2,6,2015
5,16,191,461,41.771486,8.402913,4,56520,80400,57000,2,0,0,2,2,2,6,2015,2,6,2015,2,6,2015
5,13,177,969,41.166787,8.380025,5,61380,71940,61800,0,0.2,0,0.2,0.2,2,6,2015,2,6,2015,2,6,2015
5,13,90,1094,41.331569,8.221835,5,63300,66300,63420,0,0.05,0,0.05,0.05,2,6,2015,2,6,2015,2,6,2015
6,15,225,539,38.546228,9.056,5,63840,69000,64620,0,0.036,0,0.036,0.036,2,6,2015,2,6,2015,2,6,2015
5,13,123,175,41.267591,8.616749,5,64200,77700,64500,0,0.1,0,0.1,0.1,2,6,2015,2,6,2015,2,6,2015
6,14,210,879,39.0666666666667,8.66666666666667,2,66480,69900,67740,0,0,0.007,0,0.007,2,6,2015,2,6,2015,2,6,2015
1,7,86,140,38.8333333333333,7.5,2,68400,72960,69120,0,0,0.8276,0,0.8276,2,6,2015,2,6,2015,2,6,2015
5,13,118,244,41.251272,8.277223,5,72600,76680,73440,0,0.2,0,0.2,0.2,2,6,2015,2,6,2015,2,6,2015
5,3,52,268,41.582557,8.030303,5,75180,81000,76200,0,0.02,0,0.02,0.02,2,6,2015,2,6,2015,2,6,2015
6,15,229,360,38.511557,9.168787,5,78240,82980,79680,0,0.0137,0,0.0137,0.0137,2,6,2015,2,6,2015,2,6,2015
2,8,240,744,37.0833333333333,7.71666666666667,2,42900,51600,43440,0,0.3351,1.9,0.3351,2.2351,3,6,2015,3,6,2015,3,6,2015
6,14,170,908,39.65,8.58333333333333,2,47940,51840,48180,0,0,0.0771,0,0.0771,3,6,2015,3,6,2015,3,6,2015
4,6,235,1430,40.071803,8.57271,2,49860,53760,50880,0,0,0.01,0,0.01,3,6,2015,3,6,2015,3,6,2015
5,16,30,1417,41.893287,8.26203,4,53820,60120,54660,0,1,0,1,1,3,6,2015,3,6,2015,3,6,2015
7,4,120,696,41.693503,7.115712,5,54480,65160,55080,0,0.18,0,0.18,0.18,3,6,2015,3,6,2015,3,6,2015
5,13,118,244,41.25178,8.278945,5,56340,61800,57180,0,0.05,0,0.05,0.05,3,6,2015,3,6,2015,3,6,2015
5,16,30,1417,41.873426,8.307812,5,58920,64680,59700,0,0.5,0,0.5,0.5,3,6,2015,3,6,2015,3,6,2015
5,13,201,1099,41.418783,8.662422,5,60900,71400,61800,0,0.09,0,0.09,0.09,3,6,2015,3,6,2015,3,6,2015
6,11,248,475,39.052821,9.201801,5,62100,75600,52020,0.01,0.22,0,0.23,0.23,3,6,2015,3,6,2015,3,6,2015
1,2,153,1247,38.1333333333333,7.36666666666667,2,63600,68100,64500,0,0,0.06,0,0.06,3,6,2015,3,6,2015,3,6,2015
5,3,41,202,41.46528,8.731045,5,65040,68100,65820,0.88,0,0,0.88,0.88,3,6,2015,3,6,2015,3,6,2015
5,13,123,624,41.278102,8.634123,5,70200,77100,70800,0,0.03,0,0.03,0.03,3,6,2015,3,6,2015,3,6,2015
2,8,232,1265,37.2166666666667,8.35,5,71400,74220,72300,0,7e-04,0,7e-04,7e-04,3,6,2015,3,6,2015,3,6,2015
5,16,193,284,41.834492,8.668863,5,79980,3300,81000,0.5,0,0,0.5,0.5,3,6,2015,3,6,2015,4,6,2015
5,16,193,145,41.650268,8.589304,5,5820,10200,5820,0.05,0,0,0.05,0.05,4,6,2015,4,6,2015,4,6,2015
5,13,177,969,41.166787,8.380025,5,38880,42420,39180,0,0.005,0,0.005,0.005,4,6,2015,4,6,2015,4,6,2015
5,16,30,1393,41.893768,8.47054,5,39720,41100,39780,0,0.005,0,0.005,0.005,4,6,2015,4,6,2015,4,6,2015
5,16,143,729,42.045333,8.434782,5,45840,48900,46440,0,0.01,0,0.01,0.01,4,6,2015,4,6,2015,4,6,2015
6,15,11,1280,38.729158,8.979728,2,60780,63300,61200,0,0,0.0124,0,0.0124,4,6,2015,4,6,2015,4,6,2015
7,9,270,1830,41.05,7.13333333333333,4,72000,76860,72900,0,2,0,2,2,4,6,2015,4,6,2015,4,6,2015
7,4,265,1149,41.319989,7.13109,5,72900,39420,73200,0.005,0,0,0.005,0.005,4,6,2015,4,6,2015,5,6,2015
7,4,265,1868,41.346611,7.191617,4,73800,81660,73920,0,7.09,0,7.09,7.09,4,6,2015,4,6,2015,4,6,2015
5,3,69,156,41.365496,8.013577,5,75900,82800,75960,0,0.01,0,0.01,0.01,4,6,2015,4,6,2015,4,6,2015
7,17,206,390,41.468632,7.898333,5,76440,79800,77100,0.01,0,0,0.01,0.01,4,6,2015,4,6,2015,4,6,2015
3,5,100,600,40.131562,7.505302,5,76500,79200,76920,0.0135,0,0,0.0135,0.0135,4,6,2015,4,6,2015,4,6,2015
7,4,265,1149,41.319989,7.13109,5,21900,22560,22080,1e-04,0,0,1e-04,1e-04,5,6,2015,5,6,2015,5,6,2015
7,17,147,1426,41.842009,7.667197,5,32400,36600,33000,0,0.01,0,0.01,0.01,5,6,2015,5,6,2015,5,6,2015
3,5,109,1077,40.014288,7.2635,2,44340,49440,45120,0,0,22.967,0,22.967,5,6,2015,5,6,2015,5,6,2015
6,14,46,1182,38.7666666666667,8.88333333333333,2,44640,47700,45540,0,0,0.016,0,0.016,5,6,2015,5,6,2015,5,6,2015
3,5,61,1252,39.817693,7.695898,5,49620,56100,50940,0,0.005,0,0.005,0.005,5,6,2015,5,6,2015,5,6,2015
7,4,51,579,41.89401,6.746241,5,51300,55800,52200,0,8e-04,0,8e-04,8e-04,5,6,2015,5,6,2015,5,6,2015
2,8,232,70,37.1797222222222,8.32,2,51720,61860,52560,0,0,0.8342,0,0.8342,5,6,2015,5,6,2015,5,6,2015
4,6,74,1131,40.206249,8.498408,2,52920,57300,53700,0,0,0.0015,0,0.0015,5,6,2015,5,6,2015,5,6,2015
7,9,270,866,41.1,7.2,4,57360,66300,58800,0.5,1.5,0,2,2,5,6,2015,5,6,2015,5,6,2015
6,10,53,907,39.409033,9.136315,2,59220,60660,59520,0,0,0.002,0,0.002,5,6,2015,5,6,2015,5,6,2015
5,16,193,145,41.650268,8.589304,5,59280,70680,59280,0.5,0,0,0.5,0.5,5,6,2015,5,6,2015,5,6,2015
4,18,223,822,40.7644444444444,7.69444444444444,5,63300,67020,54171.8030876784,0.089,0,0,0.089,0.089,5,6,2015,5,8,2015,5,6,2015
7,4,120,139,41.630501,7.020701,5,64200,71160,65700,0,0.038,0,0.038,0.038,5,6,2015,5,6,2015,5,6,2015
7,17,254,1748,41.4541666666667,7.36527777777778,5,64320,76200,65340,0,0.3,0,0.3,0.3,5,6,2015,5,6,2015,5,6,2015
4,6,93,71,40.1998,8.775595,5,64440,75600,65220,0.11,0.56,0,0.67,0.67,5,6,2015,5,6,2015,5,6,2015
7,4,97,691,41.18708,6.73265,4,68340,10800,68700,0,25.52,0,25.52,25.52,5,6,2015,5,6,2015,6,6,2015
4,6,176,526,40.134067,7.97156,5,69360,75600,70500,0,0.01,0,0.01,0.01,5,6,2015,5,6,2015,5,6,2015
5,13,90,666,41.338686,8.250216,5,69480,74400,69600,0.5,0,0,0.5,0.5,5,6,2015,5,6,2015,5,6,2015
7,4,51,295,41.607216,6.705615,5,84060,3720,84180,0,0.034,0,0.034,0.034,5,6,2015,5,6,2015,6,6,2015
5,13,173,582,41.297042,8.33658,5,86160,2760,300,0,0.005,0,0.005,0.005,5,6,2015,6,6,2015,6,6,2015
3,5,61,362,39.819652,7.48016,5,60,2100,420,0,0.0064,0,0.0064,0.0064,6,6,2015,6,6,2015,6,6,2015
3,5,100,206,40.117632,7.70961,5,42300,49500,43620,0.0466,0,0,0.0466,0.0466,6,6,2015,6,6,2015,6,6,2015
5,16,30,1869,41.916516,8.428764,5,48780,61440,49440,0.1,0,0,0.1,0.1,6,6,2015,6,6,2015,6,6,2015
6,14,119,747,39.5833333333333,8.01666666666667,5,51000,53160,51420,0,0.0352,0,0.0352,0.0352,6,6,2015,6,6,2015,6,6,2015
7,4,57,1017,41.328627,7.312518,5,52080,57840,52200,0,0.069,0,0.069,0.069,6,6,2015,6,6,2015,6,6,2015
5,3,50,1158,41.494414,8.496333,5,55260,60480,55320,0,0.01,0,0.01,0.01,6,6,2015,6,6,2015,6,6,2015
6,14,1,107,39.457533,8.015698,4,56700,61020,57960,5.028,0,0,5.028,5.028,6,6,2015,6,6,2015,6,6,2015
5,16,193,521,41.789533,8.656458,5,60120,70680,61200,0,0.01,0,0.01,0.01,6,6,2015,6,6,2015,6,6,2015
5,3,41,1787,41.535,8.62222222222222,5,62460,66780,62640,0.14,0,0,0.14,0.14,6,6,2015,6,6,2015,6,6,2015
5,13,177,613,41.196443,8.443333,5,63960,69540,64500,0,0.1,0,0.1,0.1,6,6,2015,6,6,2015,6,6,2015
7,4,14,1863,41.390249,7.035562,4,65100,81780,66120,1,0,0,1,1,6,6,2015,6,6,2015,6,6,2015
6,10,53,1283,39.361697,9.088338,4,67620,78300,68400,0,1.13,0,1.13,1.13,6,6,2015,6,6,2015,6,6,2015
5,16,257,1820,41.683537,8.744603,5,67740,72840,68640,0.1,0,0,0.1,0.1,6,6,2015,6,6,2015,6,6,2015
5,16,30,1274,41.907383,8.430839,4,73740,17700,74100,15,0,0,15,15,6,6,2015,6,6,2015,7,6,2015
3,9,224,1790,40.31256,7.762623,5,75360,85200,76800,0.001,0,0,0.001,0.001,6,6,2015,6,6,2015,6,6,2015
5,3,41,73,41.611469,8.5597,5,77760,84300,78900,0.33,0,0,0.33,0.33,6,6,2015,6,6,2015,6,6,2015
1,2,259,1811,38.2166666666667,7.83333333333333,2,82140,1200,82740,0,0,0.0398,0,0.0398,6,6,2015,6,6,2015,7,6,2015
5,13,181,819,41.203574,8.278449,5,83340,1200,83760,0,0.02,0,0.02,0.02,6,6,2015,6,6,2015,7,6,2015
5,16,30,620,41.974361,8.220016,5,840,16980,4800,0.03,0.05,0,0.08,0.08,7,6,2015,7,6,2015,7,6,2015
7,4,97,590,41.112048,6.783055,4,8100,17700,9300,0,1.8,0,1.8,1.8,7,6,2015,7,6,2015,7,6,2015
5,18,73,1452,41.067708,8.183102,5,13800,25080,54171.8030876784,0,0.25,0,0.25,0.25,7,6,2015,5,8,2015,7,6,2015
5,13,40,1207,41.123167,7.998456,5,15900,24600,17220,0,0.1,0,0.1,0.1,7,6,2015,7,6,2015,7,6,2015
4,6,74,1477,40.192152,8.380899,5,40740,45600,41460,0.015,0,0,0.015,0.015,7,6,2015,7,6,2015,7,6,2015
6,15,225,55,38.620394,9.087279,5,45240,46500,45480,0,1e-04,0,1e-04,1e-04,7,6,2015,7,6,2015,7,6,2015
5,3,269,690,41.382142,8.485111,5,47340,54000,47700,0,0.02,0,0.02,0.02,7,6,2015,7,6,2015,7,6,2015
5,16,193,140,41.770942,8.66937,5,47640,54600,48480,0.1,0,0,0.1,0.1,7,6,2015,7,6,2015,7,6,2015
6,10,47,1723,39.249713,9.193863,2,51300,55800,52080,0,0,0.0155,0,0.0155,7,6,2015,7,6,2015,7,6,2015
7,4,57,1017,41.328627,7.312518,5,51360,57120,52200,0.001,0,0,0.001,0.001,7,6,2015,7,6,2015,7,6,2015
5,3,88,983,41.479571,8.202719,5,54300,60300,54720,0.1,0,0,0.1,0.1,7,6,2015,7,6,2015,7,6,2015
5,13,173,582,41.295048,8.336343,5,55920,60000,56400,0,0.005,0,0.005,0.005,7,6,2015,7,6,2015,7,6,2015
6,10,47,1723,39.249262,9.190058,4,57420,66840,57780,0,1.6,0,1.6,1.6,7,6,2015,7,6,2015,7,6,2015
6,15,150,97,38.665732,8.92703,2,59940,64320,60300,0,0,0.0285,0,0.0285,7,6,2015,7,6,2015,7,6,2015
5,13,181,1320,41.22215,8.20407,2,60240,66780,61200,0,0,0.05,0,0.05,7,6,2015,7,6,2015,7,6,2015
5,13,26,1458,41.317368,8.093457,5,70980,76200,71700,0.325,0,0,0.325,0.325,7,6,2015,7,6,2015,7,6,2015
6,10,10,67,39.502292,9.095768,5,75000,81420,75900,0,0.02,0,0.02,0.02,7,6,2015,7,6,2015,7,6,2015
4,1,28,837,40.4166666666667,8.4,5,84060,2700,84600,0.01,0,0,0.01,0.01,7,6,2015,7,6,2015,8,6,2015
4,1,168,1501,40.4833333333333,8.53083333333333,5,4020,6480,4380,0,0.005,0,0.005,0.005,8,6,2015,8,6,2015,8,6,2015
5,13,177,732,41.232163,8.409851,5,5400,10200,5700,0,0.015,0,0.015,0.015,8,6,2015,8,6,2015,8,6,2015
5,13,177,756,41.21359,8.340526,5,6180,10560,6600,0,0.02,0,0.02,0.02,8,6,2015,8,6,2015,8,6,2015
7,17,49,478,41.620196,7.840374,4,9300,19800,10800,0,2,0,2,2,8,6,2015,8,6,2015,8,6,2015
5,13,123,559,41.259675,8.543611,5,41400,49500,42120,0,0.04,0,0.04,0.04,8,6,2015,8,6,2015,8,6,2015
5,13,90,250,41.326997,8.121035,5,42240,46020,42720,0.12,0,0.02,0.12,0.14,8,6,2015,8,6,2015,8,6,2015
5,16,193,140,41.764308,8.65986,5,50520,53520,50580,0.005,0,0,0.005,0.005,8,6,2015,8,6,2015,8,6,2015
3,9,106,1792,40.5,7.38333333333333,1,54000,60000,54600,0,1e-04,0,1e-04,1e-04,8,6,2015,8,6,2015,8,6,2015
6,14,46,1256,38.8886111111111,8.72555555555556,5,60900,66420,61680,0.0961,0,0,0.0961,0.0961,8,6,2015,8,6,2015,8,6,2015
7,4,283,483,41.83883,7.159164,5,61200,66960,64500,0.94,0,0,0.94,0.94,8,6,2015,8,6,2015,8,6,2015
5,16,54,299,41.869576,8.840197,5,64200,68400,64800,0,0.5,0,0.5,0.5,8,6,2015,8,6,2015,8,6,2015
1,12,81,33,38.849052,7.160523,2,69300,70260,69600,0,0,3e-04,0,3e-04,8,6,2015,8,6,2015,8,6,2015
3,9,94,1730,40.9,7.05,5,77220,81600,78000,0,1e-04,0,1e-04,1e-04,8,6,2015,8,6,2015,8,6,2015
5,13,90,1761,41.35524,8.195678,5,78720,82500,79320,0,0.02,0,0.02,0.02,8,6,2015,8,6,2015,8,6,2015
6,10,10,225,39.424686,8.979714,5,23280,32700,24180,0,0.1,0,0.1,0.1,9,6,2015,9,6,2015,9,6,2015
2,8,232,1505,37.1666666666667,8.26666666666667,5,31500,39600,33000,0,0.3081,0,0.3081,0.3081,9,6,2015,9,6,2015,9,6,2015
5,16,191,1715,41.785004,8.405008,5,32820,38400,33000,0.06,0,0,0.06,0.06,9,6,2015,9,6,2015,9,6,2015
5,13,130,1011,41.226608,8.697254,5,52080,58980,53100,0,0.24,0,0.24,0.24,9,6,2015,9,6,2015,9,6,2015
3,5,61,1366,40.026207,7.576165,5,53100,59700,54060,0.0126,0,0,0.0126,0.0126,9,6,2015,9,6,2015,9,6,2015
3,9,249,653,40.7333333333333,7.2,2,54000,57300,54600,0,0,0.001,0,0.001,9,6,2015,9,6,2015,9,6,2015
6,10,160,921,39.31364,9.237302,2,54840,58800,56160,0,0,0.005,0,0.005,9,6,2015,9,6,2015,9,6,2015
6,14,1,1490,39.45,8.25,5,55860,63000,56280,0,2e-04,0,2e-04,2e-04,9,6,2015,9,6,2015,9,6,2015
5,3,280,391,41.5980555555556,8.52222222222222,4,57060,60600,57120,0,1.7,0,1.7,1.7,9,6,2015,9,6,2015,9,6,2015
1,2,44,194,38,7.7,2,59580,69300,60600,0,0,10.2,0,10.2,9,6,2015,9,6,2015,9,6,2015
5,16,257,1820,41.682009,8.73485,5,59700,70800,59700,0,0.015,0,0.015,0.015,9,6,2015,9,6,2015,9,6,2015
1,2,44,194,38,7.68333333333333,2,60300,61380,60600,0,0,0.3,0,0.3,9,6,2015,9,6,2015,9,6,2015
2,8,16,75,37.2236111111111,8.78388888888889,5,64980,68040,65400,0,0.003,0,0.003,0.003,9,6,2015,9,6,2015,9,6,2015
4,10,190,35,39.81,8.60416666666667,5,65520,79200,54171.8030876784,0.02,0,0,0.02,0.02,9,6,2015,5,8,2015,9,6,2015
3,9,96,885,40.65,7.43333333333333,5,70020,80100,70080,0,0.5,0,0.5,0.5,9,6,2015,9,6,2015,9,6,2015
3,9,19,1023,40.65,6.96666666666667,5,70680,78600,71220,0,0.13,0,0.13,0.13,9,6,2015,9,6,2015,9,6,2015
5,3,69,156,41.365496,8.013577,5,71040,84600,71640,0.05,0,0,0.05,0.05,9,6,2015,9,6,2015,9,6,2015
1,2,67,373,37.6833333333333,8.11666666666667,2,12300,16200,13680,0,0,0.3,0,0.3,10,6,2015,10,6,2015,10,6,2015
5,13,177,394,41.179059,8.361693,5,17280,20700,18120,0,0.01,0,0.01,0.01,10,6,2015,10,6,2015,10,6,2015
1,12,81,289,38.877388,7.14317,2,43620,44940,43980,0,0,0.0046,0,0.0046,10,6,2015,10,6,2015,10,6,2015
3,5,61,362,39.825875,7.511642,5,48360,49200,48720,0,4e-04,0,4e-04,4e-04,10,6,2015,10,6,2015,10,6,2015
5,16,31,1869,41.916516,8.428764,5,49740,63960,50400,0.01,0,0,0.01,0.01,10,6,2015,10,6,2015,10,6,2015
7,18,33,1205,41.062312,7.675108,5,52500,65100,53280,0.2,0,0,0.2,0.2,10,6,2015,10,6,2015,10,6,2015
6,15,230,1360,38.518553,8.981477,5,62940,67140,63780,0,0.0155,0,0.0155,0.0155,10,6,2015,10,6,2015,10,6,2015
1,2,134,1343,37.4833333333333,7.9,2,64740,72420,66300,0,0,0.00843,0,0.00843,10,6,2015,10,6,2015,10,6,2015
1,2,134,1343,37.4833333333333,7.9,2,67020,70200,67620,0,0,0.00551,0,0.00551,10,6,2015,10,6,2015,10,6,2015
7,18,33,1316,41.062283,7.66797,5,75000,85800,76080,0.05,0,0,0.05,0.05,10,6,2015,10,6,2015,10,6,2015
5,3,70,209,41.478745,8.061858,5,78900,86100,80700,0,0.03,0,0.03,0.03,10,6,2015,10,6,2015,10,6,2015
5,13,174,582,41.297043,8.339738,5,80580,83160,81000,0,0.002,0,0.002,0.002,10,6,2015,10,6,2015,10,6,2015
5,16,257,1828,41.672654,8.798407,5,45840,53400,45960,0.015,0,0,0.015,0.015,11,6,2015,11,6,2015,11,6,2015
5,13,123,559,41.273789,8.53459,5,50160,59400,51000,0,0.1,0,0.1,0.1,11,6,2015,11,6,2015,11,6,2015
5,16,30,1722,41.848074,8.360573,5,50340,63000,51000,0.25,0.25,0,0.5,0.5,11,6,2015,11,6,2015,11,6,2015
5,13,173,582,41.288751,8.341309,5,53040,60000,53400,0,0.01,0,0.01,0.01,11,6,2015,11,6,2015,11,6,2015
5,16,193,521,41.80017,8.662986,5,53820,60120,54600,0.001,0,0,0.001,0.001,11,6,2015,11,6,2015,11,6,2015
4,6,136,824,40.422297,8.734062,4,55500,65700,55680,0,1.36,0,1.36,1.36,11,6,2015,11,6,2015,11,6,2015
5,16,191,461,41.763413,8.397702,5,57420,61980,57480,0,0.005,0,0.005,0.005,11,6,2015,11,6,2015,11,6,2015
5,1,212,868,40.897727,8.535425,5,59520,63000,60360,0,0.029,0,0.029,0.029,11,6,2015,11,6,2015,11,6,2015
1,7,148,902,38.6666666666667,8.18611111111111,2,67740,70620,68700,0,0,3e-04,0,3e-04,11,6,2015,11,6,2015,11,6,2015
6,15,18,533,38.661727,9.176102,5,71580,73500,72120,0,2e-04,0,2e-04,2e-04,11,6,2015,11,6,2015,11,6,2015
5,16,143,1499,42.054199,8.52447,5,72960,74460,73080,0,0.002,0,0.002,0.002,11,6,2015,11,6,2015,11,6,2015
5,16,133,550,42.094776,8.202729,1,78180,6000,79200,0,0.9,0,0.9,0.9,11,6,2015,11,6,2015,12,6,2015
7,4,97,590,41.090144,6.835867,5,81300,1800,81900,0,0.6,0,0.6,0.6,11,6,2015,11,6,2015,12,6,2015
7,9,270,85,41,7.05,2,6240,8880,6300,0,0,0.4,0,0.4,12,6,2015,12,6,2015,12,6,2015
3,5,184,1001,40.165645,7.270118,2,56640,67800,57600,0,0,0.063,0,0.063,12,6,2015,12,6,2015,12,6,2015
5,16,253,641,42.019205,8.565634,1,61200,70200,62400,0,0.05,0,0.05,0.05,12,6,2015,12,6,2015,12,6,2015
1,15,7,1237,38.35405,8.461622,4,61860,69180,63000,20.232,0,0,20.232,20.232,12,6,2015,12,6,2015,12,6,2015
4,6,93,777,40.034534,8.826709,2,80580,84780,81600,0,0,0.0025,0,0.0025,12,6,2015,12,6,2015,12,6,2015
2,8,232,70,37.167351,8.304204,2,85680,2820,600,0,0,0.0012,0,0.0012,12,6,2015,13,6,2015,13,6,2015
6,15,225,539,38.571409,9.087621,2,4260,7740,5220,0,0,0.005,0,0.005,13,6,2015,13,6,2015,13,6,2015
6,14,46,1182,38.9166666666667,8.88333333333333,2,27840,30960,54171.8030876784,0,0,0.0172,0,0.0172,13,6,2015,5,8,2015,13,6,2015
6,10,53,1789,39.371227,9.04505,2,55980,68400,57300,0,0,1.014,0,1.014,13,6,2015,13,6,2015,13,6,2015
1,2,153,1286,38.1333333333333,7.45,2,57000,60180,57600,0,0,0.021,0,0.021,14,6,2015,14,6,2015,14,6,2015
6,15,142,837,38.657985,8.987823,2,62160,64860,62520,0,0,0.0513,0,0.0513,15,6,2015,15,6,2015,15,6,2015
4,6,93,1232,40.222145,8.73301,5,67560,72600,67860,0,0.01,0,0.01,0.01,15,6,2015,15,6,2015,15,6,2015
6,10,157,891,39.627678,8.995997,2,69540,72000,70200,0,0,0.005,0,0.005,15,6,2015,15,6,2015,15,6,2015
1,12,81,1211,39.00663,7.253795,2,6900,10980,8460,0,0,0.0351,0,0.0351,16,6,2015,16,6,2015,16,6,2015
1,2,227,1215,37.9666666666667,7.58333333333333,2,57600,65700,58680,0,0,28.9,0,28.9,16,6,2015,16,6,2015,16,6,2015
5,16,54,1854,41.883597,8.787108,5,60300,69300,60600,0,0.04,0,0.04,0.04,16,6,2015,16,6,2015,16,6,2015
5,16,54,1776,41.851781,8.80508,5,69600,75000,69900,0,0.025,0,0.025,0.025,16,6,2015,16,6,2015,16,6,2015
6,5,228,1405,39.818505,8.063988,2,82020,2280,82500,0,0,0.025,0,0.025,16,6,2015,16,6,2015,17,6,2015
5,13,181,1138,41.115453,8.265127,5,40680,47100,41280,0,0.025,0,0.025,0.025,17,6,2015,17,6,2015,17,6,2015
3,5,61,362,39.81453,7.498248,5,49020,53100,49200,0,0.0963,0,0.0963,0.0963,17,6,2015,17,6,2015,17,6,2015
6,10,53,1403,39.488793,9.17844,5,52260,56820,53280,0,0.04,0,0.04,0.04,17,6,2015,17,6,2015,17,6,2015
7,17,145,1851,41.40532,7.920812,5,54720,64260,55500,0.1,0,0,0.1,0.1,17,6,2015,17,6,2015,17,6,2015
6,14,243,756,39.55,8.4,4,61860,73560,62460,0,2.5042,0,2.5042,2.5042,17,6,2015,17,6,2015,17,6,2015
6,14,92,544,39.6833333333333,8.26666666666667,2,61980,63900,62280,0,0,0.0186,0,0.0186,17,6,2015,17,6,2015,17,6,2015
3,9,94,1850,40.9166666666667,7,2,66720,68700,66780,0,0,0.05,0,0.05,17,6,2015,17,6,2015,17,6,2015
6,15,229,360,38.486623,9.101633,5,70500,74400,71100,0,0.0164,0,0.0164,0.0164,17,6,2015,17,6,2015,17,6,2015
5,16,193,1440,41.718839,8.560058,5,80460,83700,81000,0.01,0,0,0.01,0.01,17,6,2015,17,6,2015,17,6,2015
5,3,52,281,41.559144,8.020499,4,28800,33300,29700,2,0,0,2,2,18,6,2015,18,6,2015,18,6,2015
4,18,124,766,40.606817,7.755407,5,48900,55980,54171.8030876784,0.04,0.21,0,0.25,0.25,18,6,2015,5,8,2015,18,6,2015
6,14,77,1302,39.0666666666667,8.45,2,54420,62580,55380,0.67,0,1.21,0.67,1.88,18,6,2015,18,6,2015,18,6,2015
4,6,74,260,40.269907,8.39579,2,59100,60480,59220,0,0,0.002,0,0.002,18,6,2015,18,6,2015,18,6,2015
4,10,199,294,39.614823,8.8684,4,61620,75300,62400,0.35,0.65,0,1,1,18,6,2015,18,6,2015,18,6,2015
6,11,122,757,38.961436,9.321424,5,62340,67200,63000,0,0.16,0,0.16,0.16,18,6,2015,18,6,2015,18,6,2015
