"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
1,7,87,925,38.53222,7.900278,2,33900,40260,34500,0,0,3.94,0,3.94,0,22,5,2015,22,5,2015,22,5,2015
5,16,244,1859,41.98548,8.662744,1,42360,49500,42900,0,0.03,0,0.03,0.03,0,22,5,2015,22,5,2015,22,5,2015
2,8,114,350,37.11667,8.15,2,44940,48120,47100,0,0,0.43,0,0.43,0,22,5,2015,22,5,2015,22,5,2015
5,16,174,1344,41.9143,8.526095,4,47640,66600,47760,1.5,0,0,1.5,1.5,1,22,5,2015,22,5,2015,22,5,2015
5,3,193,2671,41.55337,8.26091,5,48180,52500,48360,0.1,0.1,0,0.2,0.2,0,22,5,2015,22,5,2015,22,5,2015
5,16,248,827,41.80303,8.827431,5,49260,56100,49320,0,0.04,0,0.04,0.04,0,22,5,2015,22,5,2015,22,5,2015
5,16,248,974,41.74646,8.686926,4,50040,61800,50400,1,0,0,1,1,0,22,5,2015,22,5,2015,22,5,2015
5,3,250,1617,41.58695,8.073845,4,50280,61200,51300,1.5,0,0,1.5,1.5,0,22,5,2015,22,5,2015,22,5,2015
4,10,192,231,39.49722,8.87,2,51900,60000,52800,0,0,0.2,0,0.2,0,22,5,2015,22,5,2015,22,5,2015
5,16,131,1619,42.10208,8.236975,1,52260,60060,52440,0,0.15,0,0.15,0.15,0,22,5,2015,22,5,2015,22,5,2015
4,18,270,2560,40.66422,7.98885,5,55980,69300,56760,0,0.6,0,0.6,0.6,0,22,5,2015,22,5,2015,22,5,2015
5,3,258,1575,41.38354,8.395258,1,56340,59700,56640,0,0.02,0,0.02,0.02,0,22,5,2015,22,5,2015,22,5,2015
5,16,29,1899,41.8188,8.466456,5,56880,59040,56940,0,0.01,0,0.01,0.01,0,22,5,2015,22,5,2015,22,5,2015
1,12,229,1746,38.97342,7.566203,2,57840,65940,58800,0,0,1.113,0,1.113,0,22,5,2015,22,5,2015,22,5,2015
1,7,247,2549,38.36667,8.06,2,57900,61200,58800,0,0,0.005,0,0.005,0,22,5,2015,22,5,2015,22,5,2015
1,7,87,1252,38.6,7.766667,2,58200,65100,60300,0,0,1,0,1,0,22,5,2015,22,5,2015,22,5,2015
4,18,270,1594,40.66583,7.877682,5,59640,66720,61200,0,0.02,0,0.02,0.02,0,22,5,2015,22,5,2015,22,5,2015
5,3,258,957,41.38214,8.485111,5,65880,76200,69720,0,0.15,0,0.15,0.15,0,22,5,2015,22,5,2015,22,5,2015
1,12,100,1085,39.40111,7.897543,2,66000,68520,66000,0,0,0.007,0,0.007,0,22,5,2015,22,5,2015,22,5,2015
3,5,63,979,39.98914,7.459183,5,68940,73080,69540,0,0.0288,0,0.0288,0.0288,0,22,5,2015,22,5,2015,22,5,2015
4,18,270,529,40.71159,7.813605,5,74160,84000,75000,0.01,0.006,0,0.016,0.016,1,22,5,2015,22,5,2015,22,5,2015
5,13,194,2044,41.42187,8.73251,5,80280,83100,81000,0.02,0,0,0.02,0.02,0,22,5,2015,22,5,2015,22,5,2015
5,16,187,1707,41.7254,8.583991,3,80700,6600,82200,0,0,0,0,0,0,22,5,2015,22,5,2015,23,5,2015
1,12,56,1790,39.08098,7.020245,5,600,6000,1500,0,0.038,0,0.038,0.038,0,23,5,2015,23,5,2015,23,5,2015
4,6,30,1459,40.24105,8.104912,5,720,4200,1080,0,0.04,0,0.04,0.04,0,23,5,2015,23,5,2015,23,5,2015
4,18,270,529,40.71159,7.813605,5,5400,13200,6120,0,1e-04,0,1e-04,1e-04,0,23,5,2015,23,5,2015,23,5,2015
5,16,187,797,41.73227,8.540544,4,6540,28500,7200,5.5,0.5,0,6,6,1,23,5,2015,23,5,2015,23,5,2015
5,3,266,1494,41.7,8.416667,5,11100,17700,13500,0.05,0.25,0,0.3,0.3,1,23,5,2015,23,5,2015,23,5,2015
5,13,25,2041,41.3123,8.100808,5,15300,25200,16200,0.18,0.0588,0,0.2388,0.2388,1,23,5,2015,23,5,2015,23,5,2015
7,18,232,1803,40.99774,7.745676,5,20880,34200,22500,0.01,0.51,0,0.52,0.52,1,23,5,2015,23,5,2015,23,5,2015
5,3,258,1030,41.43235,8.541842,5,21360,29100,21900,0,0.1,0,0.1,0.1,0,23,5,2015,23,5,2015,23,5,2015
6,14,119,1292,39.4825,8.013056,5,31260,33600,32280,0.21,0.229,0,0.439,0.439,1,23,5,2015,23,5,2015,23,5,2015
5,3,40,1424,41.52691,8.699454,5,32580,42360,33600,0.8,0,0,0.8,0.8,0,23,5,2015,23,5,2015,23,5,2015
5,18,73,575,41.07221,8.086727,5,37680,41520,37800,0,1e-04,0,1e-04,1e-04,0,23,5,2015,23,5,2015,23,5,2015
7,4,137,2062,41.65324,7.145155,5,40980,44280,41100,0,0.04,0,0.04,0.04,0,23,5,2015,23,5,2015,23,5,2015
4,6,135,1149,40.15348,8.356111,4,44700,54360,45300,3,0,0,3,3,1,23,5,2015,23,5,2015,23,5,2015
5,3,70,354,41.39007,8.094071,5,46200,55500,46980,0.1,0.1,0,0.2,0.2,0,23,5,2015,23,5,2015,23,5,2015
7,17,245,990,41.75361,7.237778,5,53040,63600,54900,0,0.5,0,0.5,0.5,0,23,5,2015,23,5,2015,23,5,2015
7,4,137,2062,41.65324,7.145155,5,53400,61200,54000,0,0.04,0,0.04,0.04,0,23,5,2015,23,5,2015,23,5,2015
5,16,248,2602,41.672,8.75517,5,54120,63300,55320,0,0.07,0,0.07,0.07,0,23,5,2015,23,5,2015,23,5,2015
6,14,1,792,39.61667,8.233333,2,55140,62520,56520,0,0,0.062,0,0.062,1,23,5,2015,23,5,2015,23,5,2015
5,3,70,220,41.3655,8.013577,4,55200,66000,55800,2.5,0,0,2.5,2.5,0,23,5,2015,23,5,2015,23,5,2015
5,13,194,2044,41.42316,8.732673,5,55320,59100,55740,0,0.01,0,0.01,0.01,0,23,5,2015,23,5,2015,23,5,2015
4,18,156,2652,40.56223,7.860363,5,55320,60300,54010.7481496299,0,0.005,0,0.005,0.005,1,23,5,2015,5,8,2015,23,5,2015
6,14,207,1458,39.31667,8.566667,5,55440,64020,56100,0,0.1516,0,0.1516,0.1516,0,23,5,2015,23,5,2015,23,5,2015
3,9,69,799,40.65,7.383333,2,56580,59460,57000,0.002,0,0.005,0.002,0.007,0,23,5,2015,23,5,2015,23,5,2015
6,14,235,1790,39.6,8.416667,2,57420,57960,54010.7481496299,0,0,0.0185,0,0.0185,0,23,5,2015,5,8,2015,23,5,2015
6,15,17,2081,38.66238,9.230296,5,58080,58800,58320,0,2e-04,0,2e-04,2e-04,0,23,5,2015,23,5,2015,23,5,2015
1,7,246,2536,38.6599,8.409932,2,58440,58440,58440,0,0,4e-04,0,4e-04,0,23,5,2015,23,5,2015,23,5,2015
6,14,1,1388,39.43333,8.166667,5,59280,69300,60960,0.3,0.078,0,0.378,0.378,1,23,5,2015,23,5,2015,23,5,2015
6,15,222,856,38.55567,8.839827,5,60240,67200,60480,0,0.2887,0,0.2887,0.2887,0,23,5,2015,23,5,2015,23,5,2015
6,14,167,532,39.7,8.55,2,60780,64080,61140,0,0,0.0387,0,0.0387,0,23,5,2015,23,5,2015,23,5,2015
4,6,172,1339,40.04552,7.973746,4,62100,72000,63540,1.8,7.35,0,9.15,9.15,0,23,5,2015,23,5,2015,23,5,2015
5,16,186,2454,41.785,8.405008,5,64080,68400,64200,0,0.25,0,0.25,0.25,1,23,5,2015,23,5,2015,23,5,2015
5,16,187,797,41.73227,8.540544,5,64860,72000,65400,0,0.005,0,0.005,0.005,0,23,5,2015,23,5,2015,23,5,2015
3,5,99,68,40.20184,7.521343,5,68220,72600,69000,0.002,0,0,0.002,0.002,0,23,5,2015,23,5,2015,23,5,2015
1,7,152,1216,38.34642,7.264958,2,69180,76380,70500,0,0,0.2,0,0.2,0,23,5,2015,23,5,2015,23,5,2015
6,14,235,1705,39.6,8.383333,2,71340,74160,71460,0,0,0.0595,0,0.0595,0,23,5,2015,23,5,2015,23,5,2015
5,16,186,347,41.75424,8.462591,4,79200,4500,79740,0,1,0,1,1,1,23,5,2015,23,5,2015,24,5,2015
7,17,153,1333,41.42043,7.410878,5,80280,1020,81300,0.03,0.02,0,0.05,0.05,1,23,5,2015,23,5,2015,24,5,2015
6,14,46,320,38.98333,8.766667,2,81960,4260,82740,0,0,2.2966,0,2.2966,1,23,5,2015,23,5,2015,24,5,2015
5,13,173,1019,41.23289,8.421495,5,83040,85320,84000,0,0.03,0,0.03,0.03,0,23,5,2015,23,5,2015,23,5,2015
5,16,187,2682,41.6809,8.617013,4,84840,8760,85500,0,1,0,1,1,1,23,5,2015,23,5,2015,24,5,2015
7,17,153,2506,41.44448,7.450777,5,1020,6000,1620,0.02,0.01,0,0.03,0.03,1,24,5,2015,24,5,2015,24,5,2015
5,16,248,2596,41.68354,8.744603,5,2100,7200,3000,0,0.001,0,0.001,0.001,0,24,5,2015,24,5,2015,24,5,2015
3,18,218,786,40.96884,7.51894,5,5460,14820,6120,0.13,0.4,0,0.53,0.53,1,24,5,2015,24,5,2015,24,5,2015
6,14,200,1599,39.3,8.98841,5,6720,18000,9540,0,0.0892,0,0.0892,0.0892,0,24,5,2015,24,5,2015,24,5,2015
5,13,90,926,41.31586,8.25721,5,12480,17700,14400,0.25,0,0,0.25,0.25,0,24,5,2015,24,5,2015,24,5,2015
6,11,121,1138,38.94018,9.190743,1,13200,16500,15000,0,0,0.003,0,0.003,0,24,5,2015,24,5,2015,24,5,2015
7,4,269,2647,41.87921,7.044109,5,13920,17340,54010.7481496299,0.12,0,0,0.12,0.12,0,24,5,2015,5,8,2015,24,5,2015
4,1,5,366,40.76463,8.481324,5,14820,22620,16200,0.3,0,0,0.3,0.3,0,24,5,2015,24,5,2015,24,5,2015
5,3,250,1349,41.65,8.233333,5,17040,25080,18000,0,0.15,0,0.15,0.15,1,24,5,2015,24,5,2015,24,5,2015
5,16,248,1110,41.70388,8.81652,2,24660,38100,27480,0,0,2,0,2,0,24,5,2015,24,5,2015,24,5,2015
2,8,162,1171,37.11667,7.783333,2,33480,38460,34620,0,0,0.2833,0,0.2833,0,24,5,2015,24,5,2015,24,5,2015
5,13,177,16,41.15863,8.224872,5,38040,49860,38520,0,0.2,0,0.2,0.2,0,24,5,2015,24,5,2015,24,5,2015
5,16,186,2080,41.79948,8.360314,5,39240,53340,39660,0.5,0,0,0.5,0.5,1,24,5,2015,24,5,2015,24,5,2015
5,13,260,997,41.05795,8.474478,5,39600,47100,40380,0.02,0,0,0.02,0.02,0,24,5,2015,24,5,2015,24,5,2015
2,8,114,319,37.23333,8.133333,2,40560,46260,41700,0,0,0.04,0,0.04,1,24,5,2015,24,5,2015,24,5,2015
5,3,40,1424,41.52691,8.699454,4,40740,49800,41580,1.5,0,0,1.5,1.5,0,24,5,2015,24,5,2015,24,5,2015
6,15,42,987,38.65355,9.052293,5,46740,49140,47160,0,0.0082,0,0.0082,0.0082,0,24,5,2015,24,5,2015,24,5,2015
4,6,74,1835,40.21598,8.551323,2,49920,55920,51000,0,0,0.6,0,0.6,0,24,5,2015,24,5,2015,24,5,2015
1,2,91,750,38.01667,8.2,2,51180,58200,53580,0,0,0.2128,0,0.2128,0,24,5,2015,24,5,2015,24,5,2015
6,14,46,1653,38.91667,8.866667,2,51780,63780,52500,0,0,2.8357,0,2.8357,0,24,5,2015,24,5,2015,24,5,2015
6,14,60,481,39.16667,8.783333,2,51840,54600,51900,0,0,0.0638,0,0.0638,0,24,5,2015,24,5,2015,24,5,2015
5,3,258,375,41.41323,8.540604,4,52080,61080,52200,1,0,0,1,1,0,24,5,2015,24,5,2015,24,5,2015
5,13,194,2044,41.42041,8.73256,5,52500,57600,53100,0,0.01,0,0.01,0.01,0,24,5,2015,24,5,2015,24,5,2015
5,16,248,870,41.68231,8.673601,5,53460,62400,54840,0.15,0,0,0.15,0.15,1,24,5,2015,24,5,2015,24,5,2015
5,16,187,388,41.69548,8.57438,5,56160,63300,57000,0.08,0.02,0,0.1,0.1,0,24,5,2015,24,5,2015,24,5,2015
4,6,147,1762,40.18422,8.611011,2,56520,61200,57900,0,0,0.005,0,0.005,0,24,5,2015,24,5,2015,24,5,2015
3,5,63,1068,39.72634,7.401128,5,58620,63300,59340,0,0.0978,0,0.0978,0.0978,0,24,5,2015,24,5,2015,24,5,2015
5,16,29,1899,41.82623,8.473795,5,59820,66480,60600,0,0.02,0,0.02,0.02,0,24,5,2015,24,5,2015,24,5,2015
5,3,70,220,41.3655,8.013577,5,63300,68400,63900,0,0.01,0,0.01,0.01,0,24,5,2015,24,5,2015,24,5,2015
5,16,187,797,41.73227,8.540544,5,63720,70500,64500,0,0.001,0,0.001,0.001,1,24,5,2015,24,5,2015,24,5,2015
3,18,218,786,40.96884,7.51894,5,65400,68580,66060,0,0.03,0,0.03,0.03,0,24,5,2015,24,5,2015,24,5,2015
5,13,90,1393,41.3738,8.255061,5,66240,72300,66660,0,0.26,0,0.26,0.26,0,24,5,2015,24,5,2015,24,5,2015
6,14,21,129,39.2,8.533333,5,67920,81960,68940,0,0.7332,0,0.7332,0.7332,1,24,5,2015,24,5,2015,24,5,2015
5,13,122,869,41.27886,8.633488,4,69420,75300,69960,1.01,0.18,0,1.19,1.19,0,24,5,2015,24,5,2015,24,5,2015
7,17,14,1823,41.24637,7.431365,5,76800,79200,77400,0,0.015,0,0.015,0.015,1,24,5,2015,24,5,2015,24,5,2015
5,16,186,2454,41.785,8.405008,5,79740,82740,80520,0,0.01,0,0.01,0.01,0,24,5,2015,24,5,2015,24,5,2015
4,1,36,1568,40.57891,8.547676,5,82440,85860,83520,0,2e-04,0,2e-04,2e-04,0,24,5,2015,24,5,2015,24,5,2015
7,4,237,1420,41.10608,7.073634,4,82560,2640,82800,0,5.25,0,5.25,5.25,1,24,5,2015,24,5,2015,25,5,2015
5,3,52,1300,41.51415,8.010408,4,1200,12900,1800,1.12,0,0,1.12,1.12,1,25,5,2015,25,5,2015,25,5,2015
5,16,248,2602,41.672,8.75517,5,2580,8340,3360,0.02,0,0,0.02,0.02,0,25,5,2015,25,5,2015,25,5,2015
4,18,236,2054,40.52381,8.067036,5,3360,4800,3540,0,1e-04,0,1e-04,1e-04,0,25,5,2015,25,5,2015,25,5,2015
5,3,40,2515,41.51351,8.577053,1,8400,13200,9000,0,0.01,0,0.01,0.01,1,25,5,2015,25,5,2015,25,5,2015
5,16,187,2016,41.71884,8.560058,5,9000,13500,9600,0.2,0,0,0.2,0.2,1,25,5,2015,25,5,2015,25,5,2015
1,2,219,1431,38.06667,7.533333,2,32400,37020,34200,0,0,0.016,0,0.016,1,25,5,2015,25,5,2015,25,5,2015
6,14,71,558,39.33333,8.466667,2,39300,41580,39600,0,0,0.0117,0,0.0117,0,25,5,2015,25,5,2015,25,5,2015
4,10,113,1050,39.70012,8.872313,2,41940,45600,42300,0,0,0.05,0,0.05,0,25,5,2015,25,5,2015,25,5,2015
1,7,247,2549,38.35,7.95,2,45120,60000,46380,0,0,7.46,0,7.46,0,25,5,2015,25,5,2015,25,5,2015
5,3,107,1696,41.45503,8.407028,4,45360,54900,45480,3,2,0,5,5,0,25,5,2015,25,5,2015,25,5,2015
5,3,258,375,41.41323,8.540604,4,45660,61740,46200,1.5,0,0,1.5,1.5,0,25,5,2015,25,5,2015,25,5,2015
3,9,216,1919,40.43333,7.683333,1,45840,49020,45840,0,0,0.002,0,0.002,0,25,5,2015,25,5,2015,25,5,2015
5,13,173,1986,41.15058,8.396402,5,46020,50040,46740,0,0.015,0,0.015,0.015,0,25,5,2015,25,5,2015,25,5,2015
5,3,50,1622,41.49441,8.496333,5,46440,60000,47100,0,0.1,0,0.1,0.1,0,25,5,2015,25,5,2015,25,5,2015
5,16,244,2542,42.04565,8.590603,5,46980,67200,47400,0.02,0.887,0,0.907,0.907,0,25,5,2015,25,5,2015,25,5,2015
6,14,46,1653,38.91667,8.883333,2,49860,53220,50100,0,0,0.3712,0,0.3712,0,25,5,2015,25,5,2015,25,5,2015
5,3,250,1617,41.58695,8.073845,5,55200,64200,55800,0.05,0.1,0,0.15,0.15,1,25,5,2015,25,5,2015,25,5,2015
5,16,187,399,41.83449,8.668863,5,55500,60240,55680,0,0.001,0,0.001,0.001,0,25,5,2015,25,5,2015,25,5,2015
5,16,187,778,41.70434,8.575269,5,56340,67560,57000,0,0.05,0,0.05,0.05,0,25,5,2015,25,5,2015,25,5,2015
6,14,60,2457,39.06667,8.766667,2,57660,70320,58320,0,0,0.3902,0,0.3902,0,25,5,2015,25,5,2015,25,5,2015
5,16,55,887,41.81697,8.777785,4,57780,21060,57900,244.8,27.2,0,272,272,0,25,5,2015,25,5,2015,26,5,2015
7,4,120,168,41.58705,6.996263,5,57900,61920,58500,0,1e-04,0,1e-04,1e-04,0,25,5,2015,25,5,2015,25,5,2015
3,5,63,1100,39.89622,7.354386,5,60120,70200,60540,0,0.7599,0,0.7599,0.7599,0,25,5,2015,25,5,2015,25,5,2015
5,3,258,528,41.41539,8.582185,5,60900,62460,61500,0.1,0,0,0.1,0.1,0,25,5,2015,25,5,2015,25,5,2015
5,13,177,1394,41.209,8.273828,5,62100,64800,62700,0,0.02,0,0.02,0.02,0,25,5,2015,25,5,2015,25,5,2015
4,1,163,1279,40.83215,8.487606,5,67320,70200,67500,0,0.01,0,0.01,0.01,1,25,5,2015,25,5,2015,25,5,2015
5,16,248,2596,41.68354,8.744603,5,72060,77100,73140,0,0.03,0,0.03,0.03,0,25,5,2015,25,5,2015,25,5,2015
5,3,50,1622,41.49441,8.496333,5,80280,1800,80700,0.09,0,0,0.09,0.09,0,25,5,2015,25,5,2015,26,5,2015
7,4,97,834,41.11423,6.816345,5,82020,240,82500,0,0.03,0,0.03,0.03,1,25,5,2015,25,5,2015,26,5,2015
3,9,202,1518,40.36667,7.083333,5,83100,86280,83700,0,0.003,0,0.003,0.003,0,25,5,2015,25,5,2015,25,5,2015
7,17,153,1223,41.42208,7.452527,4,83400,12600,84000,0.7,0.3,0,1,1,1,25,5,2015,25,5,2015,26,5,2015
7,4,97,834,41.12313,6.806642,4,83700,23160,84000,7.12,7.96,0,15.08,15.08,1,25,5,2015,25,5,2015,26,5,2015
4,18,164,655,40.66872,8.272677,5,9060,21000,10680,0.7,0,0,0.7,0.7,1,26,5,2015,26,5,2015,26,5,2015
5,3,193,2671,41.55337,8.26091,5,28380,31200,28620,0,0.01,0,0.01,0.01,0,26,5,2015,26,5,2015,26,5,2015
6,15,148,1195,38.7074,8.991583,2,32220,34080,32400,0,0,0.004,0,0.004,0,26,5,2015,26,5,2015,26,5,2015
2,8,252,2590,37.08333,8.9,2,35280,36180,35580,0,0,0.0455,0,0.0455,0,26,5,2015,26,5,2015,26,5,2015
5,16,55,264,41.84725,8.813032,5,36600,45000,36900,0,0.07,0,0.07,0.07,1,26,5,2015,26,5,2015,26,5,2015
3,5,99,2012,40.08413,7.578903,2,39540,48900,40800,0,0,0.1069,0,0.1069,0,26,5,2015,26,5,2015,26,5,2015
5,13,25,2603,41.31179,8.068373,5,39600,45960,39900,0,0.005,0,0.005,0.005,1,26,5,2015,26,5,2015,26,5,2015
6,14,200,1599,39.3,8.983333,5,39660,54000,41160,0,0.1701,0,0.1701,0.1701,0,26,5,2015,26,5,2015,26,5,2015
6,14,207,2094,39.31667,8.75,2,41460,48600,42600,0,0,0.1529,0,0.1529,0,26,5,2015,26,5,2015,26,5,2015
5,16,248,1107,41.66917,8.763235,5,42120,46920,42240,0.01,0,0,0.01,0.01,0,26,5,2015,26,5,2015,26,5,2015
6,14,71,476,39.41944,8.410556,2,45840,50280,46920,0,0,0.0188,0,0.0188,1,26,5,2015,26,5,2015,26,5,2015
4,1,129,1111,40.36667,8.433333,2,46500,49680,46800,0,0,0.118,0,0.118,0,26,5,2015,26,5,2015,26,5,2015
5,16,248,1950,41.71702,8.759368,5,46920,50700,46980,0,0.002,0,0.002,0.002,0,26,5,2015,26,5,2015,26,5,2015
2,8,191,160,37.11667,8.566667,5,47460,52560,48120,0,0.0385,0,0.0385,0.0385,0,26,5,2015,26,5,2015,26,5,2015
1,12,79,852,39.41174,7.659633,2,48900,55260,54010.7481496299,0,0,0.012,0,0.012,0,26,5,2015,5,8,2015,26,5,2015
1,2,24,157,38.23333,8,2,51600,57000,52440,0,0,0.0155,0,0.0155,0,26,5,2015,26,5,2015,26,5,2015
5,16,248,1186,41.80377,8.727952,5,51960,58080,51960,0,0.02,0,0.02,0.02,0,26,5,2015,26,5,2015,26,5,2015
6,11,121,1758,39.01262,9.398373,4,53100,58920,55440,0.6,2.5,0.05,3.1,3.15,0,26,5,2015,26,5,2015,26,5,2015
5,13,177,1394,41.19367,8.292017,5,53580,56640,53880,0,0.08,0,0.08,0.08,0,26,5,2015,26,5,2015,26,5,2015
5,3,40,1424,41.52691,8.699454,4,54000,64560,55800,2,0,0,2,2,0,26,5,2015,26,5,2015,26,5,2015
6,14,200,1599,39.33333,8.916667,5,54480,56100,54900,0,0.0543,0,0.0543,0.0543,0,26,5,2015,26,5,2015,26,5,2015
3,9,202,1518,40.36667,7.083333,5,55320,56820,55320,0,0.012,0,0.012,0.012,0,26,5,2015,26,5,2015,26,5,2015
5,13,173,43,41.13755,8.417805,5,56280,61560,56700,0,0.02,0,0.02,0.02,0,26,5,2015,26,5,2015,26,5,2015
3,5,78,1415,40.26067,7.388817,2,57540,67500,58320,0,0.01,0.74,0.01,0.75,0,26,5,2015,26,5,2015,26,5,2015
5,3,50,702,41.54389,8.356667,5,57900,66000,58020,0.025,0.025,0,0.05,0.05,0,26,5,2015,26,5,2015,26,5,2015
5,16,186,2574,41.78977,8.321554,5,59340,62820,59340,0.01,0,0,0.01,0.01,1,26,5,2015,26,5,2015,26,5,2015
6,11,255,153,38.91873,9.064747,5,60000,64860,61440,0,0.16,0,0.16,0.16,0,26,5,2015,26,5,2015,26,5,2015
5,3,84,787,41.50009,8.73078,4,64680,77100,65100,14.5,0,0,14.5,14.5,0,26,5,2015,26,5,2015,26,5,2015
4,6,172,1339,40.04552,7.973746,5,64740,67200,65160,0,0.004,0,0.004,0.004,0,26,5,2015,26,5,2015,26,5,2015
4,6,93,1813,40.15319,8.861952,2,66480,72900,66840,0,0,0.001,0,0.001,0,26,5,2015,26,5,2015,26,5,2015
5,16,248,654,41.68496,8.705578,5,67020,73260,67980,0,0.02,0,0.02,0.02,1,26,5,2015,26,5,2015,26,5,2015
4,18,270,416,40.78207,7.918703,5,73740,80460,74880,0,0.03,0,0.03,0.03,0,26,5,2015,26,5,2015,26,5,2015
5,13,177,638,41.21924,8.227457,5,80880,83520,81600,0,0.02,0,0.02,0.02,0,26,5,2015,26,5,2015,26,5,2015
4,1,36,1250,40.57334,8.591337,5,19500,26400,20400,0.0141,0,0,0.0141,0.0141,0,27,5,2015,27,5,2015,27,5,2015
1,7,87,276,38.58194,7.916667,2,39480,42480,39840,0,0,0.4,0,0.4,0,27,5,2015,27,5,2015,27,5,2015
6,14,102,268,39.36454,8.534669,2,45180,49920,46260,0,0,2,0,2,0,27,5,2015,27,5,2015,27,5,2015
5,16,55,1574,41.81529,8.811608,5,45900,47880,45960,0,0.001,0,0.001,0.001,1,27,5,2015,27,5,2015,27,5,2015
7,17,199,140,41.43997,7.787337,5,46140,54720,46980,0,0.5,0,0.5,0.5,0,27,5,2015,27,5,2015,27,5,2015
5,3,250,922,41.56846,8.136028,5,46320,49680,47160,0.15,0.1,0,0.25,0.25,0,27,5,2015,27,5,2015,27,5,2015
4,1,5,131,40.64208,8.509056,5,48000,58800,48300,0.36,0.05,0,0.41,0.41,0,27,5,2015,27,5,2015,27,5,2015
4,18,150,1207,40.40041,8.233244,5,48540,54300,48960,0.015,0,0,0.015,0.015,1,27,5,2015,27,5,2015,27,5,2015
5,16,187,1551,41.8006,8.540179,4,49920,58620,50100,1,2,0,3,3,1,27,5,2015,27,5,2015,27,5,2015
5,18,73,797,41.04158,8.204489,4,50220,82860,54010.7481496299,2.3,0.2,0,2.5,2.5,1,27,5,2015,5,8,2015,28,5,2015
2,8,89,1669,37.08333,7.9525,5,51420,59220,52080,0,0.0243,0,0.0243,0.0243,0,27,5,2015,27,5,2015,27,5,2015
5,13,173,339,41.22635,8.311858,5,51600,55200,51960,0,0.05,0,0.05,0.05,0,27,5,2015,27,5,2015,27,5,2015
5,13,177,662,41.17836,8.282113,5,51840,60300,52320,0,0.04,0,0.04,0.04,0,27,5,2015,27,5,2015,27,5,2015
5,3,88,1510,41.52603,8.151799,5,52500,58800,52980,0.15,0.05,0,0.2,0.2,1,27,5,2015,27,5,2015,27,5,2015
5,16,248,493,41.65403,8.673486,5,52920,66240,53940,0.5,0.4,0,0.9,0.9,0,27,5,2015,27,5,2015,27,5,2015
4,10,95,38,39.90126,8.315135,4,54000,77400,54010.7481496299,1,2,0,3,3,1,27,5,2015,5,8,2015,27,5,2015
4,10,43,304,39.67697,8.843367,5,54180,61800,54840,0.15,0,0,0.15,0.15,0,27,5,2015,27,5,2015,27,5,2015
5,1,205,1854,40.98779,8.597091,5,54360,60000,55020,0,0.075,0,0.075,0.075,0,27,5,2015,27,5,2015,27,5,2015
6,15,217,597,38.61847,9.155796,5,56280,59100,56880,0,0.007,0,0.007,0.007,0,27,5,2015,27,5,2015,27,5,2015
6,14,60,1464,39.11667,8.816667,5,59580,61320,60000,0,1e-04,0,1e-04,1e-04,0,27,5,2015,27,5,2015,27,5,2015
1,12,229,494,38.92803,7.816742,2,61020,70800,62280,0,0,6.14,0,6.14,0,27,5,2015,27,5,2015,27,5,2015
5,13,125,2566,41.13161,8.204696,5,61800,72540,62100,0,0.5,0,0.5,0.5,1,27,5,2015,27,5,2015,27,5,2015
6,14,207,63,39.41667,8.833333,2,62220,65160,63000,0,0,0.0011,0,0.0011,0,27,5,2015,27,5,2015,27,5,2015
6,15,10,72,38.70716,8.91136,2,63000,67200,63420,0,0,0.05,0,0.05,0,27,5,2015,27,5,2015,27,5,2015
6,15,221,1517,38.57035,9.03613,2,64200,66900,65040,0,0,0.0131,0,0.0131,0,27,5,2015,27,5,2015,27,5,2015
4,6,57,1664,40.31177,8.686024,2,64260,69900,64920,0,0,0.06,0,0.06,1,27,5,2015,27,5,2015,27,5,2015
7,9,259,121,40.98333,7.066667,4,65400,74340,67200,0,2.26,0,2.26,2.26,0,27,5,2015,27,5,2015,27,5,2015
3,5,78,588,40.28716,7.505092,5,65880,73320,66180,0,0.005,0,0.005,0.005,0,27,5,2015,27,5,2015,27,5,2015
4,18,164,1797,40.78222,8.24093,5,68280,74880,68280,0.15,0,0,0.15,0.15,0,27,5,2015,27,5,2015,27,5,2015
4,1,242,848,40.5202,8.780958,2,68760,74400,70200,0,0,0.003,0,0.003,0,27,5,2015,27,5,2015,27,5,2015
5,13,118,636,41.2801,8.296661,5,73440,81960,74100,0,0.2,0,0.2,0.2,0,27,5,2015,27,5,2015,27,5,2015
5,3,193,624,41.59085,8.331907,5,74820,30480,75600,0,0.03,0,0.03,0.03,0,27,5,2015,27,5,2015,28,5,2015
5,3,50,1622,41.49441,8.496333,5,75840,85260,76800,0,0.18,0,0.18,0.18,0,27,5,2015,27,5,2015,27,5,2015
4,6,172,1339,40.04552,7.973746,5,76920,78780,77100,0,0.001,0,0.001,0.001,0,27,5,2015,27,5,2015,27,5,2015
4,6,230,2620,40.36602,7.909423,2,77400,79020,78120,0,0,5e-04,0,5e-04,0,27,5,2015,27,5,2015,27,5,2015
7,17,245,803,41.64944,7.274722,5,78720,83520,80100,0,0.5,0,0.5,0.5,0,27,5,2015,27,5,2015,27,5,2015
